STATE,County,FACILITY NAME,AVG. ESTIMATE RELEASE (lb)
GA,Paulding,ARMACELL LLC,142
GA,Paulding,READY MIX USA LLC - DALLAS PLANT,0
GA,Paulding,ARGOS DALLAS CONCRETE PLANT,0.1
GA,Peach,PYROTECHNIC SPECIALTIES INC,0
GA,Peach,BYRON READY MIX,0.1
GA,Peach,BLUE BIRD BODY CO,83.33
MS,Pearl River,CPP LLC,1337.73
KY,Pendleton,HAMMER STRENGTH,5.5
KY,Pendleton,CARMEUSE LIME & STONE BLACK RIVER FACILITY,9687.23
KY,Pendleton,DARLING INGREDIENTS INC,9015.5
NC,Perquimans,HARVEY POINT DEFENSE TESTING ACTIVITY,2.5
MS,Perry,HOOD INDUSTRIES INC,0.2
MS,Perry,GEORGIA PACIFIC LEAF RIVER CELLULOSE LLC,56973.57
NC,Person,CERTAINTEED GYPSUM NC INC,0.01
NC,Person,DUKE ENERGY PROGRESS LLC - ROXBORO STEAM ELECTRIC PLANT,4338.54
NC,Person,US FLUE CURED TOBACCO GROWERS INC,116
NC,Person,EATON - ROXBORO,0
NC,Person,DUKE ENERGY PROGRESS LLC-MAYO ELECTRIC GENERATING PLANT,3455.33
NC,Person,LOUISIANA PACIFIC CORP ROXBOR O OSB,5048.78
NC,Person,CPI USA NORTH CAROLINA LLC,4535.18
SC,Pickens,PALMETTO PLATING CO INC,195
SC,Pickens,BASF CORPORATE/CLEMSON SITE,167.33
SC,Pickens,CORNELL DUBILIER MARKETING INC,10.16
SC,Pickens,DANFOSS POWER SOLUTIONS (US) CO,0
AL,Pickens,WESTERVELT PELLETS I,0.12
AL,Pickens,OLDCASTLE LAWN & GARDEN,0
SC,Pickens,ST JUDE MEDICAL CARDIOLOGY DIV INC (A SUBSIDIARY OF ABBOT,125
SC,Pickens,ORTEC INC,18.9
SC,Pickens,WILBERT PLASTIC SERVICES,7515
AL,Pickens,LEWIS BROTHERS LUMBER CO,4.38
SC,Pickens,RELIABLE AUTOMATIC SPRINKLER CO,0.5
SC,Pickens,IMPERIAL DIE CASTING,223.36
GA,Pierce,SUNDANCE BOATS,12250
AL,Pike,READY MIX USA LLC - TROY,0
AL,Pike,KW PLASTICS,15.45
MS,Pike,MMC MATERIALS INC - MCCOMB PLANT,0.03
AL,Pike,BRUNDIDGE ELECTRONICS CORP,0.03
GA,Pike,SUPREME CORP,2.33
MS,Pike,SANDERSON FARMS INC,1348
MS,Pike,WEYERHAEUSER NR CO MCCOMB WOOD PRODUCTS,22318
AL,Pike,SANDERS LEAD CO INC,185.56
FL,Pinellas,TSE INDUSTRIES INC,1509.75
FL,Pinellas,H&T GLOBAL CIRCUITS LLC DBA ELREHA PRINTED CIRCUITS,0
FL,Pinellas,ISLAND PACKET & SEAWARD YACHTS,900
FL,Pinellas,STATEMENT MARINE LLC,2502
FL,Pinellas,CEMEX ST PETERSBURG SOUTH,0
FL,Pinellas,GE AVIATION SYSTEMS LLC,9.5
FL,Pinellas,INTREPID POWERBOATS INC,14601.5
FL,Pinellas,SPA MANUFACTURE INC,5509.5
FL,Pinellas,CEMEX OLDSMAR,0
FL,Pinellas,CATALINA YACHTS MORGAN DIV,11488.5
FL,Pinellas,FIBRE TECH INC,9
FL,Pinellas,SUN MICROSTAMPING TECHNOLOGIES,0
FL,Pinellas,PREFERRED-CLEARWATER RM,0
FL,Pinellas,NEW NAUTICAL COATINGS INC,125
FL,Pinellas,DYNAMET,31.41
FL,Pinellas,LARGO READY MIX PLANT,0.08
FL,Pinellas,BRENNTAG MID-SOUTH INC,2.5
FL,Pinellas,JOHNSON CONTROLS INC-LARGO,0
FL,Pinellas,ICARE INDUSTRIES,0.27
FL,Pinellas,DITEK CORP,0
FL,Pinellas,KRAMSKI NA INC,0
FL,Pinellas,LPI INC,3023
FL,Pinellas,DUKE ENERGY FLORIDA LLC-PL BARTOW POWER PLANT,9753.5
FL,Pinellas,ITW PERFORMANCE POLYMERS,979.5
FL,Pinellas,MADICO INC,2191
FL,Pinellas,INSTRUMENTS TRANSFORMERS LLC,1.68
FL,Pinellas,LOCKHEED MARTIN CLEARWATER OPERATION,153.66
FL,Pinellas,L3 TECHNOLOGIES SECURITY & DETECTION SYSTEMS,0
FL,Pinellas,TARPON SPRINGS RM,0.08
FL,Pinellas,ARGOS SOUTH ST PETE READY MIX PLANT,0.08
FL,Pinellas,ALL SOUTHERN FABRICATORS LLC,0
FL,Pinellas,JABIL CIRCUIT INC,4.71
FL,Pinellas,DASAN ZHONE SOLUTIONS INC,0
FL,Pinellas,HONEYWELL INC,0
FL,Pinellas,MOLEX LLC,0
FL,Pinellas,AQUAWORX,6280.5
FL,Pinellas,CEMEX LARGO WEST,0
NC,Pitt,ARGOS READY MIX GREENVILLE CONCRETE PLANT,0.05
NC,Pitt,UNX INC,0.04
NC,Pitt,METALLIX REFINING  INC,41.37
NC,Pitt,DENSO MANUFACTURING NORTH CAROLINA INC - GREENVILLE PLANT,16.11
NC,Pitt,WEYERHAEUSER CO GREENVILLE LUMBER FACILITY,10200.75
NC,Pitt,COASTAL AGROBUSINESS INC-TCS,13.29
NC,Pitt,GRADY WHITE BOATS INC,9716.63
NC,Pitt,TRIEST AG GROUP INC,1048.5
NC,Pitt,PATHEON MANUFACTURING SERVICES LLC PART OF THERMO FISHER SC,0.03
NC,Pitt,ALLIANCE ONE INTERNATIONAL INC,6036.5
FL,Polk,LAKELAND HMA PLANT,0.1
FL,Polk,GREIF PACKAGING LLC,5945.33
FL,Polk,GROWERS FERTILIZER CORP,22.85
FL,Polk,MOSAIC FERTILIZER LLC-BARTOW,22882.18
FL,Polk,KEYMARK CORP OF FLORIDA,12176.33
FL,Polk,ARRMAZ PRODUCTS INC,522.67
FL,Polk,ARGOS AUBURNDALE PLANT,0.1
FL,Polk,SOUTH ATLANTIC GALVANIZING,1139.51
FL,Polk,INDUSTRIAL COMPOSITE SYSTEMS DBA INDUSTRIAL PLASTIC SYSTEMS,2539
GA,Polk,GEO SPECIALTY CHEMICALS INC,650.75
FL,Polk,BORDEN DAIRY OF FLORIDA,0
FL,Polk,JOHN BEAN TECHNOLOGY CORP,149.5
FL,Polk,FORTERRA PIPE & PRECAST - WINTER HAVEN,0.21
FL,Polk,ITW PROFESSIONAL AUTOMOTIVE PRODUCTS,54.5
FL,Polk,MOSAIC FERTILIZER LLC-SOUTH PIERCE PLANT,20000
GA,Polk,KIMOTO TECH INC,268
FL,Polk,CEMEX DAVENPORT,0
FL,Polk,CARPENTER CO,146.24
FL,Polk,MOSAIC FERTILIZER LLC-NEW WALES PLANT,66767.74
FL,Polk,HEXION INC,2014.28
FL,Polk,TAMPA ELECTRIC CO POLK POWER STATION,9277.45
FL,Polk,TITAN FLORIDA-GREEN BAY RMC PLANT,0.01
FL,Polk,PRIDE ACI SANITARY MAINTENANCE & SUPPLIES,0
FL,Polk,AOC LLC,646.5
FL,Polk,CD MCINTOSH JR POWER PLANT,12684.13
FL,Polk,OWENS CORNING INSULATING SYSTEMS LLC - LAKELAND,7.33
FL,Polk,CEMEX LAKELAND MAINE,0
FL,Polk,OLDCASTLE LAWN & GARDEN INC,0
FL,Polk,COCA-COLA NA,3.33
FL,Polk,GENERAL ENGINES CO INC,24
FL,Polk,SOLID START INC,0
FL,Polk,ARGOS LAKELAND CONCRETE PLANT,0.07
FL,Polk,AMERICAN ENVIRONMENTAL CONTAINER CORP,47318
FL,Polk,CITROSUCO NA INC,3327.5
FL,Polk,SEWELL PRODUCTS OF FLORIDA LLC,338
FL,Polk,MORGAN TRUCK BODY LLC LAKELAND,1.13
FL,Polk,INEOS COMPOSITES US LLC,3551
FL,Polk,HENRY CO,0.23
FL,Polk,GIVAUDAN FLAVORS CORP,1414.5
FL,Polk,CITRUS WORLD INC LAKE WALES DIV,1984.5
FL,Polk,LOUGHMAN HMA PLANT,5.95
FL,Polk,PREFERRED-DAVENPORT RM,0.02
FL,Polk,DIXIE SOUTHERN INDUSTRIAL INC,0
GA,Polk,HON CO,20623.25
FL,Polk,COASTAL AN OLDCASTLE CO,0.01
FL,Polk,AIRGAS SPECIALTY PRODUCTS-DAVENPORT FL,2350
GA,Polk,MEGGITT POLYMERS & COMPOSITES ROCKMART,34004.75
FL,Polk,TAMPA MAID FOODS INC,2.5
GA,Polk,SHEBOYGAN PAINT CO,3095.86
FL,Polk,BORAL ROOFING - LAKE WALES,0
FL,Polk,PREFERRED-LAKELAND RM,0.01
FL,Polk,PUBLIX LAKELAND INDUSTRIAL COMPLEX & BAKERY,0
FL,Polk,POLYGLASS USA INC,9
MS,Pontotoc,PONTOTOC SPRING,13.47
MS,Pontotoc,PASLODE PONTOTOC,6447.5
KY,Powell,MERIDIAN BRICK - STANTON PLANT,12395.5
MS,Prentiss,INNOCOR FOAM TECHNOLOGIES - ACP INC,24.6
KY,Pulaski,TOYOTETSU AMERICA INC,0.61
KY,Pulaski,KINGSFORD MANUFACTURING CO,213.59
KY,Pulaski,UGN INC,66
KY,Pulaski,AHF PRODUCTS,2.5
KY,Pulaski,CONTINENTAL REFINING CO LLC,386.76
KY,Pulaski,PRAIRIE FARMS DAIRY,0
KY,Pulaski,JOHN S COOPER POWER STATION,140.1
KY,Pulaski,HENDRICKSON TRAILER SUSPENSION SYSTEMS,2112.32
TN,Putnam,FLOWSERVE,10
FL,Putnam,OLDCASTLE LAWN & GARDEN BOSTWICK,0
FL,Putnam,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,22903.15
FL,Putnam,CONTINENTAL PALATKA LLC,47.71
FL,Putnam,TPG PRESSURE - PALATKA,0.29
FL,Putnam,HUBBELL LENOIR CITY INC,5720
FL,Putnam,VERITAS STEEL,170.71
FL,Putnam,SEMINOLE GENERATING STATION,34102.65
GA,Putnam,GRO TEC INC,0
NC,Randolph,INNOCOR FOAM TECHNOLOGIES-ACP INC,15.25
NC,Randolph,TECHNIMARK LLC,0
NC,Randolph,TIMKEN CO ASHEBORO BEARING PLANT,70
NC,Randolph,OFS BRANDS INC PLANT 23,0.01
NC,Randolph,ENERGIZER  MANUFACTURING INC,10
NC,Randolph,ARROW INTERNATIONAL INC,70
NC,Randolph,OLIVER RUBBER CO,57
AL,Randolph,STEELFAB INC IN  ALABAMA,1036.94
NC,Randolph,JOWAT CORP,1649.25
NC,Randolph,STARPET INC,3484.75
NC,Randolph,PRESTIGE FABRICATORS INC,0.09
NC,Randolph,HUBBELL INDUSTRIAL CONTROLS,0.5
AL,Randolph,FIBERGLASS UNLIMITED INC,4259.5
NC,Randolph,SAFETY-KLEEN SYSTEMS ARCHDALE (ARC),0.38
GA,Randolph,TYSON FARMS INC RIVER VALLEY INGREDIENTS - CUTHBERT,4752.5
NC,Randolph,PLASTICS COLOR CORP OF NORTH CAROLINA,28.5
AL,Randolph,AS&B LLC,778
MS,Rankin,SANDERSON FARMS INC,1499.75
MS,Rankin,THE SCOTTS CO,0
MS,Rankin,AZZ GALVANIZING SERVICES-JACKSON,55.2
MS,Rankin,AIRGAS CARBONIC,13620
MS,Rankin,NUCOR STEEL JACKSON INC,65.86
MS,Rankin,JACKSON READY-MIX PLANT 8,0.03
MS,Rankin,SIEMENS ENERGY INC RICHLAND MS,0
MS,Rankin,MESSER BRANDON MS,3859
MS,Rankin,TRADITIONS MEAL SOLUTIONS,277.5
TN,Rhea,GENERAL SHALE BRICK INC PLANT 42,137.5
TN,Rhea,HUBER ENGINEERED WOODS LLC SPRING CITY FACILITY,2023.51
TN,Rhea,CYMER LLC DAYTON,465.61
TN,Rhea,US TVA WATTS BAR NUCLEAR PLANT,0.75
TN,Rhea,P & S READY MIX DBA P & S PLANT 2,0
TN,Rhea,LA-Z-BOY TENNESSEE,0.13
SC,Richland,INTERNATIONAL PAPER CO EASTOVER MILL,14985.48
SC,Richland,LINDAU CHEMICALS INC,458.25
SC,Richland,DOMINION ENERGY SOUTH CAROLINA - WATEREE STATION,2480.93
SC,Richland,KEMIRA CHEMICALS INC,126
SC,Richland,ARGOS KEY RD CONCRETE PLANT,0.06
SC,Richland,SCHNEIDER ELECTRIC USA INC,0.83
SC,Richland,KOYO BEARINGS NA LLC,0
SC,Richland,US ARMY FORT JACKSON,11.38
SC,Richland,CAROLINA CERAMICS INC,335.06
SC,Richland,TRANE-COLUMBIA,6.25
SC,Richland,PRECOAT METALS,441
SC,Richland,SEACO ASPHALT EMULSIONS (AN ASSOCIATED ASPHALT COMPANY),0.98
SC,Richland,SEA-HUNT BOAT MANUFACTURING CO INC,55802.5
SC,Richland,CONCRETE SUPPLY CO - DOWNTOWN,0
SC,Richland,HUSQVARNA CONSTRUCTION PRODUCTS NA INC,12.87
SC,Richland,MERIDIAN BRICK - COLUMBIA PLANT,1456.5
SC,Richland,OWEN STEEL CO,15.67
SC,Richland,MICALLINE LLC,2093
SC,Richland,AMERICAN ITALIAN PASTA CO,5
SC,Richland,FN AMERICA LLC,1057.96
SC,Richland,CONCRETE SUPPLY CO LLC BLYTHEWOOD,0
SC,Richland,WESTINGHOUSE ELECTRIC CO LLC,2771.88
SC,Richland,ENGINEERED COMPOSITES,14902.5
GA,Richmond,E-Z-GO A TEXTRON CO,55.3
GA,Richmond,DSM COATING RESINS INC,3.75
GA,Richmond,AUGUSTA READY MIX,0
GA,Richmond,MODERN WELDING CO OF GEORGIA INC,1307.67
GA,Richmond,RELADYNE - A&W OIL CO,0.7
GA,Richmond,KEMIRA CHEMICALS INC,221.25
NC,Richmond,ROCKINGHAM PROCESSING PLANT,0
GA,Richmond,PCS NITROGEN FERTILIZER LP,260717.94
GA,Richmond,GRAPHIC PACKAGING INTERNATIONAL LLC,40136.51
NC,Richmond,DUKE ENERGY PROGRESS LLC - SMITH ENERGY COMPLEX,39791.88
GA,Richmond,AUGUSTA NEWSPRINT CO LLC,12709.16
GA,Richmond,ARGOS AUGUSTA CONCRETE CO,0.07
GA,Richmond,SOLVAY SPECIALTY POLYMERS USA LLC,6312.6
GA,Richmond,PVS TECHNOLOGIES INC (AUGUSTA),32.5
GA,Richmond,MERIDIAN BRICK - AUGUSTA PLANTS 4&5,1045.5
GA,Richmond,GCP APPLIED TECHNOLOGIES INC,5.25
NC,Richmond,CONCRETE SUPPLY CO LLC-HAMLET,0
GA,Richmond,US BATTERY MANUFACTURING CO,103.5
NC,Richmond,LATHAM POOL PRODUCTS INC D/B/A VIKING POOLS-NC,58284.5
GA,Richmond,KENDALL PATIENT RECOVERY LLC,129.5
NC,Richmond,TRINITY MANUFACTURING INC,142.67
GA,Richmond,U.S. ARMY HQ SIGNAL CENTER FORT GORDON,0
GA,Richmond,OLIN CORP,0.92
TN,Roane,AMERICAN ZINC RECYCLING CORP,169.6
TN,Roane,ADAMS AN OLDCASTLE CO-ROCKWOOD,0
TN,Roane,US DOE OAK RIDGE NATIONAL LABORATORY,29
TN,Roane,US TVA KINGSTON FOSSIL PLANT,13535.07
TN,Roane,DIVERSIFIED SCIENTIFIC SERVICE S INC (DSSI),0.05
TN,Roane,NETSHAPE ROCKWOOD,0
TN,Roane,BD LAPLACE LLC,0
TN,Roane,MATERIALS & ENERGY CORP,0
TN,Roane,TEIJIN CARBON AMERICA INC,2340
TN,Robertson,ELECTROLUX HOME PRODUCTS INC,1032.43
TN,Robertson,KYOWA AMERICA CORP,1505.13
NC,Robeson,SAFETY-KLEEN SYSTEMS SAINT PAULS (STP),0.13
NC,Robeson,MOUNTAIRE FARMS INC - LUMBER BRIDGE,6198.5
NC,Robeson,GRAPHIC PACKAGING INTERNATIONAL LLC,5510
NC,Robeson,ELKAY PLUMBING PRODUCTS CO,0
NC,Robeson,S&W LUMBERTON PLANT,0
NC,Robeson,HARGER LIGHTNING & GROUNDING,0
NC,Robeson,LINDSEY CAMPBELL OIL CO,0
NC,Robeson,CAMPBELL SOUP SUPPLY CO,263.05
NC,Robeson,MUELLER STEAM SPECIALTY,8.73
NC,Robeson,SILGAN CONTAINERS MANUFACTURING CORP,2084.75
NC,Robeson,SANDERSON FARMS ST PAULS PROCESSING,1426.25
GA,Rockdale,PRATT INDUSTRIES MILL DIV CONYERS,337.87
GA,Rockdale,ABC COMPOUNDING CO INC,377.5
GA,Rockdale,SCOTT G WILLIAMS LLC,80.98
GA,Rockdale,BOSTIK INC,26.25
GA,Rockdale,LIOCHEM INC,3038.5
GA,Rockdale,HILL PHOENIX INC,7.2
GA,Rockdale,BIOLAB INC,0.31
GA,Rockdale,PRIME RESINS INC,0
NC,Rockingham,PINE HALL BRICK CO INC,5409.43
NC,Rockingham,CLEAN HARBORS REIDSVILLE LLC,0
NC,Rockingham,LOPAREX INC,9387.75
NC,Rockingham,COMMONWEALTH BRANDS INC,700.4
NC,Rockingham,STURM RUGER & CO INC,0.33
NC,Rockingham,DYSTAR LP,86.67
NC,Rockingham,EDEN CUSTOM PROCESSING LLC,537.5
NC,Rockingham,DUKE ENERGY CAROLINAS LLC-ROCKINGHAM COUNTY CT FACILITY,12.5
NC,Rockingham,HENNIGES AUTOMOTIVE NORTH CAROLINA INC,0
NC,Rockingham,CAMCO MANUFACTURING INC,398.5
NC,Rowan,ALDO PRODUCTS,949.02
NC,Rowan,CENTURION MEDICAL PRODUCTS,5.5
KY,Rowan,GUARDIAN AUTOMOTIVE - MOREHEAD PLANT,509.19
NC,Rowan,BORAL BUILDING PRODUCTS INC - PLANT 1,0
NC,Rowan,HENKEL US OPERATIONS CORP,408.46
NC,Rowan,HBD INDUSTRIES INC,0
NC,Rowan,CONTINENTAL STRUCTURAL PLASTICS LLC-SALISBURY,6537
NC,Rowan,SCHNEIDER ELECTRIC SALISBURY NC,0
NC,Rowan,WALK-ON PRODUCTS INC,1
NC,Rowan,SOUTHERN CO ROWAN COUNTY POWER PLANT,39005
NC,Rowan,CHROMA COLOR CORP,11.44
NC,Rowan,MERIDIAN BRICK- SALISBURY PLANT,11753
NC,Rowan,MUELLER SYSTEMS,0
NC,Rowan,DAIMLER TRUCKS NA LLC-CLEVELAND,2323.19
NC,Rowan,INNOSPEC ACTIVE CHEMICALS,71.25
NC,Rowan,NOURYON SURFACE CHEMISTRY LLC,751.12
NC,Rowan,MCKENZIE SPORTS PRODUCTS LLC,0
NC,Rowan,SOUTHERN CONCRETE MATERIALS-SALISBURY PLANT,0
NC,Rowan,GRANGES AMERICAS INC,35.42
NC,Rowan,BORAL BUILDING PRODUCTS INC - PLANT 2,11651.7
AL,Russell,PHENIX LUMBER CO,3.46
AL,Russell,CONTINENTAL CARBON CO PHENIX CITY,4865.16
KY,Russell,SUPERIOR BATTERY MANUFACTURING CO INC,29.56
AL,Russell,ARGOS PHENIX CITY CONCRETE PLANT,0.06
AL,Russell,JOHNS MANVILLE,1145
AL,Russell,WESTROCK COATED BOARD LLC,59146.29
AL,Russell,MERIDIAN BRICK - PHENIX CITY PLANT 4,29171
TN,Rutherford,US ARMY NATIONAL GUARD SMYRNA RANGE(S),0
TN,Rutherford,WEGMANN AUTOMOTIVE USA INC,0
TN,Rutherford,VI-JON INC,0
TN,Rutherford,QUALITY INDUSTRIES LLC,1.64
TN,Rutherford,GENERAL MILLS OPERATIONS INC YOPLAIT DIV,0
TN,Rutherford,IDEAL CLAMP PRODUCTS INC,0
NC,Rutherford,TIMKEN CO SHILOH BEARING PLANT,1028.5
NC,Rutherford,AALLIED DIE CASTING OF NC,54.21
TN,Rutherford,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,53
TN,Rutherford,SMYRNA READY MIX LLC PLANT 1,0
NC,Rutherford,AMERICAN ZINC PRODUCTS LLC,0
NC,Rutherford,TRELLEBORG COATED SYSTEMS US INC,3082.28
TN,Rutherford,SCHNEIDER ELECTRIC,2.5
TN,Rutherford,STEEL TECHNOLOGIES LLC,0
TN,Rutherford,HERITAGE FARMS DAIRY,0
NC,Rutherford,DUKE ENERGY CAROLINAS LLC - ROGERS ENERGY COMPLEX,4430.8
TN,Rutherford,MI METALS INC SMYRNA,5193.5
NC,Rutherford,EATON AEROQUIP INC,163.75
NC,Rutherford,TRI-CITY CONCRETE LLC,0
TN,Rutherford,PAULO PRODUCTS CO,73
TN,Rutherford,RESEARCH SOLUTIONS GROUP INC,155.28
NC,Rutherford,PARKER HANNIFIN CORP,0
TN,Rutherford,NISSAN NA INC,12646.35
TN,Rutherford,PALM COMMODITIES INTERNATIONAL LLC,1.34
TN,Rutherford,RELIANCE WORLDWIDE COORPORATION,0
NC,Rutherford,WESTROCK CONVERTING,0
SC,Saluda,AMICK FARMS LLC,0
SC,Saluda,VALLEY PROTEINS INC - WARD FACILITY,50
NC,Sampson,CAMPBELL OIL & GAS CO,0
NC,Sampson,SMITHFIELD-CLINTON,8238.41
NC,Sampson,KIVETT'S INC,1060.5
NC,Sampson,DUBOSE STRAPPING INC,0
NC,Sampson,S&W CLINTON PLANT,0
FL,Santa Rosa,U.S. NAVY NAVAL AIR STATION WHITING FIELD,0
FL,Santa Rosa,FABBRO MARINE,0
FL,Santa Rosa,TAMINCO US LLC,7927.95
FL,Sarasota,CEMEX MCINTOSH,0
FL,Sarasota,CEMEX CENTRAL AVE SOUTH,0
FL,Sarasota,SOUTH SARASOTA READY MIX,0.21
FL,Sarasota,GLASPRO INC,2410
FL,Sarasota,MILLENNIUM COATING LLC,85.06
FL,Sarasota,TITAN FLORIDA-VENICE RMC PLANT,0.01
FL,Sarasota,PREFERRED-VENICE RM,0.01
GA,Schley,TCI INC,3.8
NC,Scotland,MURPHY-BROWN LLC LAURINBURG FEED MILL,1.84
NC,Scotland,PILKINGTON NA,34466.64
NC,Scotland,RAILROAD FRICTION PRODUCTS CORP,28446.59
NC,Scotland,EDWARDS WOOD PRODUCTS INC,1.08
KY,Scott,VUTEQ USA INC,5411
TN,Scott,AHF PRODUCTS,1357.87
MS,Scott,RAYTHEON CO,2.16
KY,Scott,ADIENT GEORGETOWN,6
MS,Scott,TYSON FARMS INC - FOREST MS T2,60
MS,Scott,TYSON FARMS INC,2405.67
KY,Scott,AICHI FORGE USA INC,0
KY,Scott,MINOVA USA INC,1616.67
KY,Scott,TOYOTA MOTOR MANUFACTURING KENTUCKY INC,4205.49
MS,Scott,PECO FOODS INC - SEBASTOPOL PROCESSING,1844.88
KY,Scott,INTERNATIONAL CRANKSHAFT INC,85
MS,Scott,KOCH FOODS OF MISSISSIPPI LLC,0
GA,Screven,KOYO BEARINGS NA,31.88
GA,Screven,KING AMERICA FINISHING INC,6267.17
FL,Seminole,AMERICAN BRONZE FOUNDRY INC,0
FL,Seminole,DECIMAL LLC,0
FL,Seminole,CORE PIPE PRODUCTS INC,150
FL,Seminole,ROTO OPS LLC,2.5
FL,Seminole,GRANITE INLINER LLC,950
FL,Seminole,ARGOS SANFORD CONCRETE PLANT,0.09
FL,Seminole,EARNEST PRODUCTS,1.25
FL,Seminole,SAFETY-KLEEN SYSTEMS SANFORD (SAN),0
FL,Seminole,TITAN FLORIDA-LONGWOOD RMC PLANT,0.01
TN,Sevier,OTICS USA,0
TN,Sevier,FEDERAL-MOGUL SEVIERVILLE,87.75
TN,Sevier,JOHNSON MATTHEY US 2 LLC C/O JOHNSON MATTHEY CATALYSTS,259.5
TN,Sevier,LISEGA INC,38.35
TN,Sevier,EMCO WILLIAMS INC,765.5
TN,Shelby,NUCOR STEEL MEMPHIS INC,221.9
TN,Shelby,TRADEBE TREATMENT & RECYCLING OF TENNESSEE LLC,177.24
AL,Shelby,LHOIST NA OF ALABAMA LLC-O'NEAL PLANT,14791.96
TN,Shelby,MARSHALL STEEL INC,8.2
AL,Shelby,MISISSIPPI LIME CO - CALERA PLANT,5.94
TN,Shelby,US ZINC- MILLINGTON,4467.18
TN,Shelby,JABIL CIRCUIT INC,0
AL,Shelby,SPECIFICATION RUBBER PRODUCTS INC,2.5
TN,Shelby,ERGON ASPHALT & EMULSIONS INC - MEMPHIS,1.8
KY,Shelby,BEKAERT CORP,410
TN,Shelby,DREXEL CHEMICAL,5.94
TN,Shelby,SHERWIN-WILLIAMS CO,1669.21
TN,Shelby,LANXESS CORPORATION-MEMPHIS,1214.5
TN,Shelby,MICROPORT ORTHOPEDICS INC,41.25
TN,Shelby,VERTRAUEN CHEMIE SOLUTIONS INC,63.02
AL,Shelby,SHERMAN INDUSTRIES - MONTEVALLO PLANT,0.18
TN,Shelby,KOPPERS PERFORMANCE CHEMCIALS,107
TN,Shelby,HELM FERTILIZER TERMINAL INC,295.25
TN,Shelby,FCI MEMPHIS,0.19
TN,Shelby,VALERO REFINING CO - TENNESSEE LLC,6776.79
AL,Shelby,FORTERRA PIPE & PRECAST - PELHAM PRESTRESS,0.03
TN,Shelby,STELLA-JONES CORP,348.51
TN,Shelby,CARRIER CORP,0
KY,Shelby,STANLEY BLACK & DECKER,0
TN,Shelby,FARRELL-CALHOUN INC,645.32
TN,Shelby,SONOCO PRODUCTS CO - PRESIDENTS ISLAND,2746.25
AL,Shelby,CARMEUSE LIME & STONE INC,2.52
TN,Shelby,IBC MANUFACTURING CO,336.5
TN,Shelby,BRYCE CO LLC,0
TN,Shelby,IDEAL CHEMICAL & SUPPLY CO,500
AL,Shelby,VULCAN THREADED PRODUCTS INC,0.2
TN,Shelby,AB MAURI FLEISCHMANN'S,2418.63
AL,Shelby,E C GASTON ELECTRIC GENERATING PLANT,13625.2
TN,Shelby,CHEMOURS MEMPHIS PLANT,14875.85
TN,Shelby,BUCKMAN LABORATORIES INC,411.92
TN,Shelby,DREXEL CHEMICAL SKAGG'S FACILITY,1
TN,Shelby,MEMPHIS CELLULOSE LLC,1425.87
TN,Shelby,US TVA ALLEN COMBINED CYCLE PLANT,2311.7
TN,Shelby,TRI-STATE READY-MIX PLANT 24,0.05
AL,Shelby,LHOIST NA OF ALABAMA-ALABASTER PLANT,1.36
TN,Shelby,PLASKOLITE TENNESSEE LLC,2678.33
TN,Shelby,NEXAIR LLC,250
TN,Shelby,WM BARR & CO INC,2812.6
TN,Shelby,HALLSTAR CO MEMPHIS SOLUTIONS FACILITY,69.5
TN,Shelby,NUCOR STEEL MEMPHIS PROCESSING,0
TN,Shelby,EXXON MOBIL CORP MEMPHIS TERMINAL,221.36
TN,Shelby,DREXEL CHEMICAL CO,3.13
TN,Shelby,MMC MATERIALS INC - OLIVE BRANCH PLANT,0.13
TN,Shelby,SAFETY-KLEEN SYSTEMS MILLINGTON (MIL),0.38
TN,Shelby,AMERICAN SNUFF CO LLC,101.1
TN,Shelby,EDSAL SANDUSKY,0
KY,Shelby,KATAYAMA AMERICAN CO INC,0
TN,Shelby,HARCROS CHEMICALS INC,160
KY,Shelby,REVERE PACKAGING LLC,0
TN,Shelby,BAILEY-PARKS URETHANE INC,0.4
TN,Shelby,LUCITE INTERNATIONAL INC,10802.5
TN,Shelby,ELECTROLUX HOME PRODUCTS INC,0
TN,Shelby,VALERO PARTNERS MEMPHIS LLC,120.44
TN,Shelby,V&S MEMPHIS GALVANIZING LLC,156.7
AL,Shelby,ARGOS CEMENT LLC - ROBERTA PLANT,2439.24
AL,Shelby,STELLA-JONES CORP,608.6
TN,Shelby,AMERICAN YEAST CORP TENNESSEE,3495.88
TN,Shelby,GERDAU AMERISTEEL US INC,3.25
TN,Shelby,PMC BIOGENIX INC,49429.9
TN,Shelby,CARGILL INC,5508
TN,Shelby,PENNAKEM LLC,1300.5
TN,Shelby,BIOENERGY DEVELOPMENT GROUP LLC,2495
TN,Shelby,ERGON ARMOR-MEMPHIS,0
TN,Shelby,D & W PLATING CO INC,0
TN,Shelby,PROVIDENTIAL FABRICATORS,0
TN,Shelby,BRENNTAG MID-SOUTH INC,660.5
TN,Shelby,DREXEL CHEMICAL CO VML,2.25
AL,Shelby,LHOIST NA OF ALABAMA LLC-MONTEVALLO PLANT,16152.4
AL,Shelby,RESEARCH SOLUTIONS GROUP INC,277.9
TN,Shelby,CUMMINS ENGINE CO,1128.1
